PassengerId,Survived
1094,0.6891988312260321
1095,0.7121423237463311
1096,0.22691612448565163
1097,0.42417225811017334
1098,0.6689373253208143
1099,0.22691612448565163
1100,0.9291044648704445
1101,0.07268072566363576
1102,0.053169257411377235
1103,0.07268072566363576
1104,0.20740465623339316
1105,0.7735874312177368
1106,0.5611610560535372
1107,0.367274078343038
1108,0.6718978237059191
1109,0.3496609895192728
1110,0.9738040632273632
1111,0.06292499153750652
1112,0.7654993989016641
1113,0.06292499153750652
1114,0.803916752552736
1115,0.07268072566363576
1116,0.9970511753387573
1117,0.6638209531342028
1118,0.07268072566363576
1119,0.6718978237059191
1120,0.050208759026272476
1121,0.2233750198738491
1122,0.21094576084519567
1123,0.8860837300679387
1124,0.05918934767837086
1125,0.16696561694564793
1126,0.40092514599877915
1127,0.07268072566363576
1128,0.3968034351602789
1129,0.11982317130464182
1130,0.718356953260658
1131,0.9779257740658636
1132,0.9970511753387573
1133,0.7771285358295393
1134,0.40092514599877915
1135,0.07268072566363576
1136,0.25588314334655204
1137,0.3537827003577731
1138,0.7941610184266068
1139,0.19037217363632564
1140,0.7806696404413418
1141,0.6638209531342028
1142,0.7121423237463311
1143,0.06292499153750652
1144,0.4050468568372794
1145,0.06292499153750652
1146,0.06292499153750652
1147,0.07268072566363576
1148,0.16696561694564793
1149,0.06292499153750652
1150,0.7318483312459227
1151,0.07268072566363576
1152,0.03671738104100758
1153,0.07268072566363576
1154,0.7806696404413418
1155,0.5573263186976176
1156,0.27405857012665774
1157,0.07268072566363576
1158,0.39654128072142575
1159,0.07268072566363576
1160,0.5678571982977776
1161,0.06292499153750652
1162,0.41441652398404405
1163,0.16696561694564793
1164,0.9820474849043638
1165,0.6388949774683956
1166,0.11982317130464182
1167,0.7086012191345286
1168,0.22691612448565163
1169,0.20012790776245493
1170,0.2036690123742575
1171,0.22691612448565163
1172,0.5678571982977776
1173,0.2685993758577861
1174,0.6718978237059191
1175,0.5947130302124943
1176,0.5475705845714883
1177,0.06972022727853094
1178,0.07268072566363576
1179,0.35790441119627336
1180,0.11982317130464182
1181,0.06292499153750652
1182,0.367274078343038
1183,0.6718978237059191
1184,0.11982317130464182
1185,0.6379346747465258
1186,0.059964493152401654
1187,0.07268072566363576
1188,0.749529035261208
1189,0.08682032506711845
1190,0.37139578918153826
1191,0.07268072566363576
1192,0.07268072566363576
1193,0.26430283600052845
1194,0.20012790776245493
1195,0.06292499153750652
1196,0.6718978237059191
1197,0.9364173517124864
1198,0.35790441119627336
1199,0.2685993758577861
1200,0.3496609895192728
1201,0.6234737432342211
1202,0.06292499153750652
1203,0.11982317130464182
1204,0.07268072566363576
1205,0.6689373253208143
1206,0.9872954412126281
1207,0.6718978237059191
1208,0.3968034351602789
1209,0.22691612448565163
1210,0.07268072566363576
1211,0.19391327824812826
1212,0.07268072566363576
1213,0.11982317130464182
1214,0.22691612448565163
1215,0.3770298124691672
1216,0.8722062851033091
1217,0.07268072566363576
1218,0.702386589620202
1219,0.41441652398404405
1220,0.2036690123742575
1221,0.22691612448565163
1222,0.76737280170341
1223,0.42417225811017334
1224,0.11982317130464182
1225,0.6638209531342028
1226,0.07268072566363576
1227,0.3811515233076675
1228,0.22691612448565163
1229,0.10337129493427216
1230,0.20740465623339316
1231,0.3360284352250815
1232,0.22691612448565163
1233,0.07268072566363576
1234,0.02992214529998305
1235,0.9738040632273632
1236,0.25588314334655204
1237,0.5805734308090117
1238,0.22691612448565163
1239,0.6938633009866214
1240,0.22691612448565163
1241,0.7220925971197936
1242,0.9779257740658636
1243,0.22691612448565163
1244,0.20740465623339316
1245,0.18683106902452312
1246,0.5475705845714883
1247,0.37290810163066695
1248,0.9266616175863571
1249,0.07268072566363576
1250,0.16696561694564793
1251,0.6166785074931967
1252,0.24908790760552751
1253,0.8180563519562187
1254,0.7941610184266068
1255,0.06292499153750652
1256,0.9820474849043638
1257,0.6069227733670675
1258,0.08682032506711845
1259,0.5483457300455191
1260,0.9779257740658636
1261,0.27405857012665774
1262,0.21342474650038673
1263,0.9234704415828154
1264,0.3924195698829255
1265,0.2233750198738491
1266,0.9266616175863571
1267,0.9193487307443151
1268,0.5543658203125128
1269,0.22691612448565163
1270,0.36315236750453767
1271,0.24908790760552751
1272,0.16696561694564793
1273,0.16696561694564793
1274,0.6301698854784616
1275,0.6166785074931967
1276,0.22691612448565163
1277,0.6988454850083994
1278,0.07268072566363576
1279,0.2198339152620466
1280,0.16696561694564793
1281,0.2588436417316568
1282,0.37139578918153826
1283,0.9266616175863571
1284,0.2588436417316568
1285,0.2233750198738491
1286,0.03967787942611234
1287,0.9349050392633578
1288,0.16696561694564793
1289,0.9779257740658636
1290,0.07268072566363576
1291,0.16696561694564793
1292,0.8763279959418093
1293,0.20012790776245493
1294,0.9099790635975507
1295,0.37139578918153826
1296,0.41068088012490844
1297,0.27405857012665774
1298,0.21342474650038673
1299,0.3968034351602789
1300,0.6718978237059191
1301,0.5573263186976176
1302,0.6718978237059191
1303,1.0250682197068697
1304,0.5776129324239069
1305,0.06292499153750652
1306,1.1355539946647548
1307,0.06972022727853094
1308,0.06292499153750652
1309,0.30302558898755816
